,PC 1,PC 2,PC 3,PC 4,PC 5,PC 6,PC 7,PC 8,PC 9,PC 10,PC 11,PC 12,PC 13,PC 14,PC 15
LM 8_Y,-0.006548130999454402,-0.027128863269797566,-0.030221196157852948,-0.0024068572671510076,0.0008255640014811504,0.03612192265694974,-0.003930098159840885,-0.04818940862443323,-0.07178778227108158,-0.0005517093723477091,0.018383444232255935,-0.004330881480406136,0.011802674381303984,0.027915577206022106,0.12784219724155182
LM 8_Z,0.07418035982486237,0.0002992109543586467,-0.008871557790275012,-0.08346536346190457,0.032935437407573084,-0.009731660706469638,-0.03906057563236829,0.08682063678837902,-0.045002324046940184,0.06155862550206248,-0.018412884690204752,-0.023486711649028852,-0.09076289296093328,-0.01226342237789369,-0.00998903555356312
LM 9_X,-0.054184245531830356,0.014082586025036602,0.03221205113339277,0.0886065751855021,-0.029900720932025553,0.009168745429502185,0.03808032086458201,-0.04974485710991059,0.07027623809065028,-0.06797356321412831,0.03318147523260022,0.08675076948477703,0.010013622709824983,-0.056036576448683866,0.03487856433902761
LM 9_Y,-0.016653550570618656,0.004969067954255319,-0.0404329750652145,0.01602663712339608,-0.03760337796347419,0.020645704344841715,0.037616615228478624,0.11318293773697259,0.08663589146004956,-0.0081154108724193,0.03593427892354888,0.08614179438711884,-0.013820390493230111,-0.08623780896429392,-0.037843775509112
LM 9_Z,0.021098376024155673,0.014850941044212588,-0.02849489976674151,-0.09146898143649734,-0.004382770619692638,-0.10074370993404284,-0.005788077336944133,0.04499947221405861,0.019195563662960758,0.054667703737046804,0.014176287957117596,0.06846015362100295,-0.01432007452218687,0.06115700683880327,-0.06377469959534907
LM 10_X,-0.03731320358685453,0.011145645520149605,0.025283113147736232,0.035523389903555296,0.022363794781648332,0.10660229919411335,0.07866090548440394,-0.15729681718876398,0.05380349473257661,-0.014143718264528343,-0.15381027368668646,-0.0005430316201608319,0.06745672464748374,-0.08167314763661779,0.06227668415174069
LM 10_Y,0.0033839869289865486,-0.006685920133168794,-0.009981911758588046,0.005474409372351924,-0.006855618895507565,-0.002332675694195242,-0.07632208595756283,0.0442068879469687,-0.06263026957276926,-0.09886719130903694,0.1628512338093629,0.0036925855176823813,0.047568370988099,0.08804686681480407,-0.09129162025770446
LM 10_Z,-0.016312476465418408,0.006325820596139997,0.006375789789690054,-0.016069949366586518,0.032610507971504894,-0.056520241108624684,-0.014103842590764554,-0.036851670348991124,0.1175087191945993,0.09841087787391235,-0.12621641840944103,-0.02071948102604996,0.027213015644127744,-0.19555637219046135,0.032446512307038905
LM 11_X,-0.012007200110002583,-0.03811544986876482,0.0036864904481266033,-0.07892066579496441,-0.0337855499342868,0.008094381151339598,0.04563039426471494,-0.08330068378120525,0.00905144404974686,0.0066145952079387,0.08971960225612367,-0.007768282591731585,-0.04122612781997558,-0.014194588757007734,0.05019365021535642
LM 11_Y,-0.00018206635708728865,0.010409760813055455,0.03639803596765954,0.10833755604247938,-0.05241652249716448,0.014746210799778883,0.02979508142462474,0.10251591250561631,-0.03363629380399896,-0.10873222936885196,-0.04493388925222767,0.12214723127459946,-0.08401098872087616,0.040605428399217686,0.008036864349993816
LM 11_Z,0.017676225551663174,-0.030497337474524485,-0.04202351606884998,-0.06674300646028326,-0.09099801390432918,0.04764338727636654,0.1273602179198362,-0.053804743646605,-0.03463929260485198,0.08654588422448459,0.05406996500575821,0.02533251391761506,0.02186035966398158,0.011325892973670199,-0.08101734219530868
LM 12_X,0.001364448045931329,0.025382938726992304,0.058110624318411776,0.038660994929651034,0.09543499556631976,-0.0072354682084882094,-0.07963575901480799,0.04192669761157418,0.07641304121639877,-0.03895961283173764,-0.019056118315500595,-0.1113665690555109,-0.01900292620473433,-0.0328219641175874,-0.00229827029487132
LM 12_Y,0.025157079341806218,0.016657166203792543,0.03267441255353085,0.0014528965917912176,-0.004833248510077381,-0.007679965317873921,0.022800849622343917,-0.04218544278584576,0.00044925228467921,0.0043347102835105044,-0.00031361089828816464,-0.05102334340729708,0.031658238818697795,-0.007855131901577233,-0.054141248014654156
LM 12_Z,0.004036700362897889,0.010710219908483915,0.0024486043663908197,-0.00778552048427668,-0.01391511835106524,0.0581940431923196,-0.07705458898106256,0.017284458216392226,0.017958107749976877,-0.03786776927742572,-0.0184083480706857,0.002590376758025443,-0.015202163014868177,0.052594380732244095,-0.018685115691683532
LM 13_X,-0.00304453847526897,0.011196862198496959,-0.026143428115777186,-0.008072835808194515,0.021000014122077183,0.03049270938281506,0.03153868702277671,-0.032767676782690575,-0.037279638762954016,0.016920610586125786,0.016331505164797623,-0.018870022429534457,-0.0014115038076795467,0.05601918682789431,-0.042767551217317595
LM 13_Y,0.05885195036288296,0.03742346507071149,-0.06333738092267437,0.10255883538817398,0.014440484909750776,-0.013381878988347492,-0.0058959954085920675,0.024907750226813977,-0.060147465248298844,-0.14653029287522187,-0.12610462152622198,-0.016786461456692464,0.1742113703404063,0.023179623793648865,0.09419303043154628
LM 13_Z,0.036072943470713444,-0.033818681575146434,0.033527083377894076,0.0468007038003679,0.012797784346669033,0.0035215285187926958,0.012869986103067142,0.026204573405158454,-0.022144967318511812,-0.03208238381975835,-0.013793667554734665,0.03180225854529987,0.0713255199441202,0.07424666031697615,0.12609649695798394
LM 14_X,-0.0015400374763061934,-0.05373733806012632,0.028619611056361387,-0.10084899712643303,-0.009174694775796114,-0.037894252987550496,0.03313428191985089,-0.056606918043293944,0.0443097041819751,0.1072824828455855,0.0009372321850381997,-0.051901787714672784,-0.06412858924246538,-0.0317999318223733,-0.0639288731980719
LM 14_Y,-0.06306647254260832,0.04341618944836771,-0.05806553037100761,0.05895890249265947,-0.02044984696246492,0.032226769460887296,0.06214228342997066,-0.07093769334986023,-0.06184553578283697,-0.15114171838812007,-0.1115701200889014,-0.06495689700195642,0.005361547154570912,-0.018032687251817923,0.003392320495279752
LM 14_Z,-0.004011524057281794,-0.009587066304284646,0.005385174701065647,-0.017490815110647172,-0.022738923880343164,0.01961659661177084,-0.01263526176016988,-0.015199004778219179,0.053460022001221554,-0.017305750397332623,0.03879042806419313,-0.059125411434213355,-0.05382338643541182,0.06981057027676764,0.020817665189803672
LM 15_X,-0.0259373175176874,-0.058148454440320164,-0.1645826183316635,-0.10498943234726335,-0.09008136007891143,0.11132913721850114,0.02066580193381638,-0.03688706748065005,-0.05941190521376792,0.03302332782739693,0.029779636919149494,0.02150201441488079,0.05108243106642673,-0.0688642023268464,-0.026515605478658975
LM 15_Y,0.007972657815103763,0.013555263276193786,0.1407673141747159,0.08850392294949551,0.13070016884257626,-0.04653110286936329,-0.025778066898412822,0.01940354119843813,0.13185517207124445,0.027186445152212576,0.05767524394946346,-0.036855418360278856,0.04050420618178462,0.0418145039521945,-0.0647703493493108
LM 15_Z,0.009060457057569323,0.0017925677421852197,0.031107642586141064,-0.00895988420259946,-0.017237449681909447,0.023359665010771077,-0.008713830633462046,-0.014603926192057935,0.02394465172975356,-0.021370430480949183,0.014900510028855889,0.009546781207650805,-0.021960355011829545,0.01160726338129958,-0.0013416210781975373
LM 16_X,0.07701712570335319,-0.02416884298773755,0.03143310968221727,-0.06704900152891861,-0.030143121392323682,-0.007621732787007534,-0.031800437829431746,0.0039939596261748915,0.007673486001000631,0.09967508975104503,0.05587503748981691,0.03811940415181059,-0.05130197858081026,0.052124304232473426,-0.0694719719233091
LM 16_Y,-0.08309263720722634,0.01152058329779827,-0.010520266910225423,0.054136162621946905,-0.0072975539663816145,-0.016963845131265476,-0.006890986029677076,-0.03173250067233659,-0.008027960678637796,-0.07918629258856318,-0.001934898339477996,0.028111962893650384,-0.01791036484868814,-0.04951554108336145,0.0001104278221015359
LM 16_Z,0.15043511057023362,-0.05846497904919722,0.013256386001994793,0.010911142203120346,0.0504838373749481,0.004804960609868779,-0.02002560253613605,0.1319077408736577,-0.13418245591074646,0.061016895174810466,-0.034797483230377235,-0.1347937689943139,0.07461598749075907,-0.1252786753328854,0.03372406686049985
LM 17_X,-0.17128740634767103,0.035805280980821724,-0.014654103120623135,0.03904939451069663,0.013745457936515987,-0.11175701054553386,-0.013341279199624283,0.12261168625042147,-0.028142186262001215,-0.004367072511241543,0.16531856784130028,0.05527155943640177,-0.05992353442856716,0.02949758283956966,-0.17501053907701786
LM 17_Y,0.0005137370574232851,0.09599833811083938,0.06749297948000357,-0.07774699922663945,0.024562290077735645,-0.025911914710191507,0.07528469182139676,-0.025281849276781447,-0.20614550739652518,0.06113070689910298,-0.20105049473700753,-0.07760034621089709,-0.12938960215876855,0.007930584894843723,0.03804049321307271
LM 17_Z,-0.0435145943665623,-0.024824594550534665,-0.018155730848443154,0.09526950810095687,-0.03619073825873302,-0.03695725263165964,-0.18859566360477623,0.011884158595393102,0.2639474168354512,-0.0892486883542641,0.26177859980216234,0.2391275906802094,0.046231308700046485,0.04132983340770517,0.08292577795489303
LM 18_X,0.08517566195722083,-0.03394228339854876,0.020382957699224942,-0.07766492502619085,-0.030937363778994725,0.00894817552024338,-0.039305898915993086,0.0935094625545697,0.006811218266653844,0.056427362022528404,0.009401482699475595,0.03122500814200413,-0.04141153998398909,-0.02125740529997037,0.0012419736446508834
LM 18_Y,-0.08050477391429176,0.016193563629734543,0.0006503600945097999,0.05843619851635062,0.03398278069453069,-0.010651570239816947,0.0024718269115762033,-0.04737420278988497,0.035729168187833206,-0.07734193852431638,0.021229331572753606,0.039423125844148824,0.0312579807678465,-0.05137083605358665,-0.025300528468157668
LM 18_Z,0.09745819979847506,-0.023352917506474127,-0.013880988680967713,-0.09515713011164374,0.006045171132095052,-0.0017206937053229848,-0.0795024961053435,0.13674633841864786,-0.04489811392990261,0.057118324163509385,-0.025519878048854208,-0.01667092666055409,-0.03813980862801143,-0.014713278542950806,-0.031970211014389606
LM 19_X,-0.09710737115022354,0.031228977631678565,0.027765726311149076,0.09741418906969079,-0.03485058938942233,-0.021197784349029622,0.04559210012201967,-0.07726442591812628,0.008360532043572726,-0.03848008879901634,0.01774895228514417,0.06170913181245169,-0.06468951714356577,-0.012702436887446492,-0.0548419204597618
LM 19_Y,0.08025519313483431,0.011888256952568316,-0.06355355665760695,-0.06612356046513196,-0.14032494403969042,0.009732476954253215,0.10148659487176644,0.12245284476266385,0.016546344774792474,-0.03979422374050889,-0.02020859688056764,-0.01946642207291096,-0.0006820664436252199,0.006582725231263939,0.10313184417847679
LM 19_Z,0.07713355978980455,0.009701761605943153,-0.044202426188702654,-0.06803319477210729,-0.14647993883799404,-0.025091089504842148,0.06931034680486002,0.12307708586523806,-0.01992078950796688,-0.020659803098101493,-0.029464047021000594,0.013619726769248481,0.00013362428237097035,-0.053586655044386484,0.12059423843739255
LM 20_X,-0.08564102576221666,0.16804366511267374,-0.05643007508541514,-0.07756060919862189,-0.059954762487105295,-0.16586001455675525,0.01121425574307909,0.1034062714586062,0.049253137414693636,-0.032172704543570504,0.17959536094117132,-0.12351981446030351,0.04919192784989195,-0.04641522464139453,0.05458021678171101
LM 20_Y,-0.019952495522907104,0.14609555645910702,0.012391187557756318,-0.07665715548691136,0.10523221632291352,-0.21736917685816964,-0.0028090095213718865,0.06537140166838407,-0.03248938138804416,-0.11889720748957205,0.11497801597342121,-0.13252940850770173,0.012957896602366452,-0.16255931610690838,0.08193601862436067
LM 20_Z,-0.023030014536780292,0.04029081873469435,0.06830261883822424,-0.060559339443114195,-0.07802385919892788,-0.07116491303473461,-0.022343968108787096,0.005606708807468086,-0.03490049461667445,-0.032958562039058135,-0.009480586435935653,0.10013382816671006,0.06709906670516722,-0.08646873101735005,0.04135319685575087
LM 21_X,0.0029042500548776204,-0.06847690141528923,-0.0628083244109962,-0.10641663599077376,-0.1394566493384941,-0.049532484036000086,-0.0344355721544218,-0.23599360321201907,0.15039308802136014,0.02944699434858348,0.04160366193577665,-0.11965418680405585,-0.12797724682633055,0.023010138276544887,-0.014299711851645011
LM 21_Y,0.1384107722653956,-0.06916122464962966,-0.010816371465641962,0.013033363426068508,-0.010743954631365266,-0.03383287164380841,-0.033774970552585014,-0.0962968567095872,0.03154100423874583,-0.03700891398382747,-0.024415797263602695,-0.1493361385677189,-0.02734058069802763,-0.029511871716543077,0.07558796811556653
LM 21_Z,0.08969558147027407,-0.05533999503336781,0.014795884686887799,-0.0046641949117434515,0.008862004878280011,-0.05878076162839589,-0.03760810448653084,-0.03965114591820737,0.004336936792080187,-0.02263971064161329,0.02745272343732671,-0.13188004294017808,-0.07930479060498488,-0.05188703776584237,-0.004205389886412267
LM 22_X,0.023234087131927407,-0.023238821700854152,-0.022562198966855546,0.031671880619970345,0.03837995108887975,0.033697831840776585,0.040954472546953426,-0.03537955705123369,0.04686407545732861,0.0006919817240646088,0.05379218970566458,-0.03560956808915162,0.09181628176982616,0.12221728556597253,-0.03019089505240037
LM 22_Y,0.015905664587748253,-0.016482029979257313,0.003034136760712804,-0.0016497735765451976,0.04559540794839431,0.0018102726269676622,-0.010298962317279873,-0.08157900749998787,0.04250884235561797,0.019316051922898148,-0.04342262785343179,-0.05444663712388366,0.07945402840364728,0.03920044694391851,-0.03591687512165033
LM 22_Z,0.04508546659054684,0.018653040582181056,0.015716810724992394,0.10013955050935189,0.01216819365877793,-0.008545221944040692,-0.009975726196835785,0.04385949606251684,-0.030823978579420826,0.03428940735492823,0.10462383201366883,-0.05695740171439436,-0.05998362352312253,0.037233570988171844,0.0030940815825458746
LM 23_X,0.10446749178187724,0.014169255824246451,0.07587369628879731,0.17073844132875088,0.05167585980998078,-0.1699355362384804,0.03465840110964567,0.0950721386954532,-0.2055545580379796,0.03529629350273792,0.09729872964032008,0.02134860942367275,0.16624873280527455,-0.15055969210840436,-0.02469656223493934
LM 23_Y,-0.10005171006914373,-0.19222027661306862,-0.0015247052975251097,0.36546678223518236,0.12048245542430747,0.009286306902235105,0.03290867806223561,0.057009080752369275,0.0736270154631828,0.07492042745093717,-0.042530491621549905,-0.25157338454948813,-0.21108770969820298,-0.2421383927445695,0.017078038277562026
LM 23_Z,-0.053935507275200634,-0.039896263790185904,-0.05094172316897769,0.09351427238484315,0.11470612263242506,0.026121865958526367,-0.2154278375504018,0.17359134827349432,0.08308538121301526,-0.1283842707885057,0.10689824080499967,-0.18743380976398072,-0.02799508248361508,0.019813821950696777,0.041175703221322024
LM 24_X,-0.009889389196644362,-0.02431610835500568,0.04940557306935146,-0.10577012144912791,0.06676633855151308,-0.03010587217677259,-0.031972086740565654,-0.04331253942966788,-0.0041327208772854,-0.10913009040604088,-0.10977099139076714,0.10768806072914719,-0.07204818823650896,-0.033306252423467145,0.06077504440325119
LM 24_Y,0.016997379255028457,-0.006496032112284016,0.027584923703059292,-0.0362723299700088,0.038469677830122055,-0.005978473530996986,-0.007795531704495201,-0.012312469553860898,-0.005924651209052436,-0.06764132113087941,-0.05309838622214133,0.09085083230101962,-0.005682483179270038,0.018133791385905044,0.054866828621349006
LM 24_Z,0.03062660660715305,-0.037139222261265745,-0.07159902304873333,-0.01540459762680731,0.04746823147606849,-0.013341916148792052,-0.005772941054418433,-0.01991195972757302,-0.0351568558582341,-0.005625291392717078,-0.022571554668900217,-0.018802816071544663,0.09153928012378877,0.08257033416768196,0.04686883879251563
LM 25_X,0.001122773648188094,-0.03998151642657834,-0.011532566877473694,-0.020569819772087525,0.057832349489859124,0.005304918742457783,-0.08900334373832539,-0.06757811476827014,0.005299129770296654,0.05689621268675265,-0.012405596973006743,0.007300565161593862,0.07940257416564749,-0.01155051203661445,-0.01856341560152841
LM 25_Y,0.023134518547678617,-0.021617798486949447,-0.038740274619843036,-0.06397135922228121,0.05111107790797173,0.007135747956017657,-0.07441731777178703,-0.03870683546164109,-0.040461575322944886,-0.02260691870867051,0.06492918971577046,0.04053060931111841,0.17394805887635548,0.11353155281313211,-0.0016049309367761125
LM 25_Z,-0.012134992942226483,-0.016094169190120033,0.003104778521580853,-0.03684096958029852,0.05080543939810782,0.0179287708791398,-0.18120521813647894,-0.11716627182332032,0.017940624454550063,0.0005364082553145674,0.012921748226925775,0.003866056893769543,0.11979593560281752,0.0028406716297728753,-0.05196864488608936
LM 26_X,0.04274757669632635,-0.06980988534456119,-0.11829034530653791,-0.053410368420250584,0.05835789301505152,0.018201525983412615,-0.027900537324727588,0.10541043023421451,-0.03397182388884251,-0.023780002207645597,0.009346726468389337,0.0355752387618962,0.10024259125386797,0.01677666680855076,-0.044198373220194494
LM 26_Y,0.026979006194214387,-0.060226238987965745,-0.05785641198498902,-0.042746827614122386,0.053659471382834015,-0.019104057631100405,-0.07658891052615178,0.024793023602749594,-0.0325197272841044,0.09300084165035463,-0.04234692114220861,0.14354710641322976,-0.030013408018874647,-0.06481853057292249,-0.051136475981596076
LM 26_Z,0.15636038201160418,-0.13904500425094982,0.06980741753019001,-0.01893042077006281,-0.06236350753070225,-0.06759010789864105,0.0151373595318059,-0.006330368437070894,0.025754297363471134,0.04502364833279088,-0.05240867472385307,0.004814162178915429,-0.06155453736407811,0.009664233540862079,-0.05623814720465482
LM 27_X,-0.027724496523671763,0.01930558931259211,-0.05533674288893003,0.022965087111414678,0.10756918223705376,0.0842960730609197,-0.01621160602950601,0.011049701632372172,-0.06341609081854171,0.051402621314289035,0.04297212463663175,0.0205164170849438,0.026610399940304216,0.04103196329011926,0.015882142758766774
LM 27_Y,-0.029776762193590923,0.015264299068375158,-0.03678982151797215,-0.009445549157550954,0.09020741652003635,0.06200606100643596,-0.09237859560248575,-0.07982772638326634,-0.053109249356719776,0.13789783103799835,0.021044865027172302,-0.03060833574938723,0.1252350956437009,0.01365039626546106,0.05020192436859464
LM 27_Z,-0.14328648361885815,-0.03698656013370901,-0.07757002134268287,0.16028479470032383,-0.06614655941833229,-0.03240394985826466,0.14745600878917087,0.16960875825490426,0.08247794870118114,-0.09125064332853101,-0.09945732028872846,0.1393599981190378,-0.08073072775113761,-0.011140494286836685,-0.12936451291543774
LM 28_X,0.028631740329376834,0.006464460542796616,-0.020680634950588923,-0.030164551980082433,-0.04060171051508172,-0.020590433284526508,0.11397549095227974,-0.0061489799510800755,0.016249889400928346,-0.04878178573215293,-0.016748586420887186,-0.0042880077701414575,-0.013027980803637563,0.06737388491663084,-0.028685858524771367
LM 28_Y,0.04035633752765528,-0.012052821371488852,0.009178445446215822,-0.026366833421211426,-0.03139599284352766,-0.029620626084741853,0.06270806949892552,-0.024825640244941764,-0.002545328315576603,0.030615155809496718,0.02881407522475353,-0.02330100359232898,-0.026560424567432524,0.04119911725594419,-0.01277046339106023
LM 28_Z,0.11815145949578103,-0.12513653016436058,-0.019602747844161352,-0.01290678554406784,-0.044278490180718943,0.01646957378844518,-0.009168709757580221,0.07566830388568214,0.025367240521646513,-0.0592812372792287,0.06171096672769016,0.005462948074046554,0.052252834199082054,0.07702435724296862,0.13538428036400876
LM 29_X,0.11081623950621766,-0.15871552567591457,0.11498689809706254,0.02668072268645595,-0.005486114990337696,0.3920201468417295,0.15877946050972622,0.04990880889418141,-0.3159363089112116,-0.28203766733234914,0.2022196342214744,-0.010676213180696089,-0.02047181933748417,0.0891199627553763,0.044873148504611715
LM 29_Y,-0.07014804361828342,0.09582799132150216,0.05651211978994571,-0.046754968526059495,0.13661595935049287,0.06522346028056289,-0.0598867261744362,-0.09451023204076445,-0.049931759810618384,-0.1288263546399525,-0.2141378256237442,0.1391044205520113,-0.12167491273590056,0.003893012808057509,-0.013889961672630166
LM 29_Z,-0.06553150262702202,0.11702637724750956,0.028450706863477466,-0.11961952900593159,0.029012471523259146,-0.012291546147425975,0.06031934767410226,-0.1210471086970569,-0.00939857220419967,0.0635650254321422,-0.09465217999568966,0.0811189506543039,-0.12927158604304848,0.02020968981874463,-0.019665477567211848
LM 30_X,-0.14947769246167963,-0.05093754490948701,0.0032979790505870674,-0.038159699703836654,-0.16789386169496467,0.10752402684116538,-0.07243221958685453,0.018545031568892676,-0.03142011357689475,0.06039111053949648,-0.15613227435727653,0.09068728823393786,0.17635715538359592,-0.14593361164854424,0.18297376295083836
LM 30_Y,-0.22914229714864753,-0.014962842301756051,-0.023182966665313828,-0.07073136124744105,-0.16887080938440796,0.04084307295713822,-0.05616980000708329,0.03291942572109324,0.09845848075388386,0.12453848138100065,-0.0537065731143041,0.08025707647424508,0.011907655270300133,0.08169366429342241,0.2688450965947352
LM 30_Z,0.08414668806838208,0.03630882499648539,-0.03482421029702478,-0.07903028037222164,-0.13639273458305162,-0.03498628776499277,0.06550126398513799,0.04615267208736381,0.07743772076822464,-0.08024920503983587,0.008264852675424407,0.013510352389129022,-0.04298194809807639,0.030045686330511183,-0.1002375637640993
LM 31_X,0.06976560234827817,0.031480681378545906,-0.02535543302327947,-0.09119826661163573,-0.153614188854576,-0.031997995723485016,0.07256577195639805,0.05948158751174297,0.041499402528514126,-0.09830022127335132,-0.0029776003401900857,0.04641160367726251,-0.08967575606719828,-0.0477778064166099,-0.00701138291026554
